path,class_name,class_id
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132406.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133428_002.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_031.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132447_007.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133428_028.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_086.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132551_049.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132511_029.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_074.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132551_014.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132328_064.jpg,cerda_001,0
dataset_procesado\cerda_011\20260320_141309_010.jpg,cerda_011,10
dataset_procesado\cerda_007\20260317_134206_093.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133422_085.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_040.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_006.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133639.jpg,cerda_002,1
dataset_procesado\cerda_001\20260317_132406_019.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_023.jpg,cerda_012,11
dataset_procesado\cerda_012\20260401_111041_022.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141703_033.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133446_004.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132518_006.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_044.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_033.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_091.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132233_023.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_020.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_069.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132351_085.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132551_072.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132551_016.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_039.jpg,cerda_002,1
dataset_procesado\cerda_003\20260320_142040.jpg,cerda_003,2
dataset_procesado\cerda_012\20260317_132551_034.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132447_045.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141703_011.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133528_027.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132532_013.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104558_004.jpg,cerda_005,4
dataset_procesado\cerda_002\20260317_133446_019.jpg,cerda_002,1
dataset_procesado\cerda_007\20260320_141703_010.jpg,cerda_007,6
dataset_procesado\cerda_012\20260320_134916_005.jpg,cerda_012,11
dataset_procesado\cerda_012\20260401_111130.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_141959_021.jpg,cerda_003,2
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_028.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_067.jpg,cerda_001,0
dataset_procesado\cerda_012\20260401_111134.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104735_021.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132323_016.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134916_015.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_067.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_061.jpg,cerda_007,6
dataset_procesado\cerda_012\IMG-20250420-WA0146.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_033.jpg,cerda_007,6
dataset_procesado\cerda_012\20260320_134909_014.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_037.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_142021.jpg,cerda_003,2
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132359_006.jpg,cerda_001,0
dataset_procesado\cerda_008\20260320_142304.jpg,cerda_008,7
dataset_procesado\cerda_008\20260320_142338_015.jpg,cerda_008,7
dataset_procesado\cerda_002\20260317_133458_008.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_028.jpg,cerda_001,0
dataset_procesado\cerda_007\20260320_141655_022.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133538_022.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132511_051.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104558_013.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_048.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134930_025.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_040.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133626_002.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133435_024.jpg,cerda_002,1
dataset_procesado\cerda_001\20260317_133413_040.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132328_042.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133601_038.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132351_066.jpg,cerda_001,0
dataset_procesado\cerda_003\20260320_141959_026.jpg,cerda_003,2
dataset_procesado\cerda_012\20260320_134930_022.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132518_011.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_036.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133508.jpg,cerda_002,1
dataset_procesado\cerda_012\20260320_134916_019.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_047.jpg,cerda_007,6
dataset_procesado\cerda_003\20260317_133652_001.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132500_069.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_077.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_030.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_133413_042.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104613_014.jpg,cerda_005,4
dataset_procesado\cerda_008\20260320_142338_017.jpg,cerda_008,7
dataset_procesado\cerda_007\20260317_134123_022.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_081.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132434_042.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_027.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432377-20260317_131452.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133528_016.jpg,cerda_002,1
dataset_procesado\cerda_005\20250511_104602_036.jpg,cerda_005,4
dataset_procesado\cerda_001\20260317_133413_080.jpg,cerda_001,0
dataset_procesado\cerda_003\20260320_142027.jpg,cerda_003,2
dataset_procesado\cerda_012\20260317_132542_004.jpg,cerda_012,11
dataset_procesado\cerda_001\20260320_140925.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132447_038.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132359_022.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132359_041.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132500_007.jpg,cerda_012,11
dataset_procesado\cerda_012\IMG-20250420-WA0173.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_141959_040.jpg,cerda_003,2
dataset_procesado\cerda_002\20260317_133422_081.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132439_017.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132532_078.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141703_029.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132532_017.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132100_013.jpg,cerda_001,0
dataset_procesado\cerda_008\20260320_142318.jpg,cerda_008,7
dataset_procesado\cerda_001\20260317_132406_048.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133637.jpg,cerda_002,1
dataset_procesado\cerda_001\20260317_133413_018.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134123_006.jpg,cerda_007,6
dataset_procesado\cerda_012\20260317_132551_013.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_100.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133538_007.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132551_002.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133538_029.jpg,cerda_002,1
dataset_procesado\cerda_003\20260320_141959_027.jpg,cerda_003,2
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132100_087.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134359.jpg,cerda_007,6
dataset_procesado\cerda_006\IMG-20250420-WA0031.jpg,cerda_006,5
dataset_procesado\cerda_012\20260317_132551_024.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133435_007.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132551_070.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132511_002.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132434_063.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132511_054.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_043.jpg,cerda_007,6
dataset_procesado\cerda_005\20250511_104558_017.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132406_027.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_005.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132351_018.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132511_024.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432379-20260317_132434_020.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132447_010.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134930_003.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_052.jpg,cerda_007,6
dataset_procesado\cerda_003\20260317_133821_001.jpg,cerda_003,2
dataset_procesado\cerda_005\20250511_104735_038.jpg,cerda_005,4
dataset_procesado\cerda_001\20260320_135731_021.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_036.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132551_042.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132542_013.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132328_065.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104602_011.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_076.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132100_032.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132500_006.jpg,cerda_012,11
dataset_procesado\cerda_012\20260401_111029_001.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134940_018.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_066.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132340_023.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133626_006.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_063.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132439_047.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133528_012.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132406_060.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132542_026.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132434_016.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104735_034.jpg,cerda_005,4
dataset_procesado\cerda_001\20260320_135731_014.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132406_029.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134930_016.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_132359_053.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132546_041.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132551_011.jpg,cerda_012,11
dataset_procesado\cerda_011\20260320_141245.jpg,cerda_011,10
dataset_procesado\cerda_003\20260320_142029_009.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132434_039.jpg,cerda_012,11
dataset_procesado\cerda_004\20260320_140720_012.jpg,cerda_004,3
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132340_051.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133538_001.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432377-20260317_131426.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141655_005.jpg,cerda_007,6
dataset_procesado\cerda_012\20260320_134909_009.jpg,cerda_012,11
dataset_procesado\cerda_012\IMG-20250420-WA0149.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134940_001.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132013.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_057.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132359_050.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104538.jpg,cerda_005,4
dataset_procesado\cerda_012\20260401_111041_030.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_015.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141655_043.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132351_019.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133458_009.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132511_050.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132406_017.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_011.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133528_013.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132100_006.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132328_012.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134940_017.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_059.jpg,cerda_002,1
dataset_procesado\cerda_012\20260320_134916_014.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134930_026.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141625_010.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_091.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133538_014.jpg,cerda_002,1
dataset_procesado\cerda_012\20260320_134930_020.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141554.jpg,cerda_007,6
dataset_procesado\cerda_012\20260401_111148.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132511_011.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_133413_054.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132532_059.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_059.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_133413_011.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133513.jpg,cerda_002,1
dataset_procesado\cerda_003\20260320_141959_016.jpg,cerda_003,2
dataset_procesado\cerda_005\20250511_104548.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132233_038.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133428_015.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132434_027.jpg,cerda_012,11
dataset_procesado\cerda_004\IMG-20250420-WA0044.jpg,cerda_004,3
dataset_procesado\cerda_003\20260320_142042_001.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_041.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132439_035.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133601_004.jpg,cerda_002,1
dataset_procesado\cerda_005\20250511_104602_021.jpg,cerda_005,4
dataset_procesado\cerda_002\20260317_133538_020.jpg,cerda_002,1
dataset_procesado\cerda_005\20250511_104602_007.jpg,cerda_005,4
dataset_procesado\cerda_012\.trashed-1776432379-20260317_132439_007.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_010.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133601_024.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132551_018.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_141959_012.jpg,cerda_003,2
dataset_procesado\cerda_007\20260317_134123_057.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_060.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132242_036.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133458_021.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_061.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132340_007.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132532_046.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132242_032.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132233_008.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132328_003.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132340_003.jpg,cerda_001,0
dataset_procesado\cerda_001\20260320_135731_013.jpg,cerda_001,0
dataset_procesado\cerda_001\20260320_135731_005.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132328_038.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132439_043.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133446_025.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132551_062.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133502_002.jpg,cerda_002,1
dataset_procesado\cerda_007\20260320_141655_028.jpg,cerda_007,6
dataset_procesado\cerda_003\20260320_141959_038.jpg,cerda_003,2
dataset_procesado\cerda_012\IMG-20250420-WA0167.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133446_002.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132542_028.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132542_025.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_029.jpg,cerda_012,11
dataset_procesado\cerda_008\20260320_142335_018.jpg,cerda_008,7
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132500_055.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132511_016.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132511_015.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132406_050.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133446_037.jpg,cerda_002,1
dataset_procesado\cerda_012\20260320_134930_014.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133428_036.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132500_028.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132532_023.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132359_004.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134930_015.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133538_025.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132447_045.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133446_038.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132518_016.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132511_032.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132447_020.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_061.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104613_023.jpg,cerda_005,4
dataset_procesado\cerda_012\20260317_132532_043.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_132406_044.jpg,cerda_001,0
dataset_procesado\cerda_007\20260320_141703_003.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132406_013.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132242_074.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_072.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_017.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141640.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_029.jpg,cerda_001,0
dataset_procesado\cerda_007\20260320_141655_031.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_043.jpg,cerda_012,11
dataset_procesado\cerda_001\20260401_111337_006.jpg,cerda_001,0
dataset_procesado\cerda_011\20260320_141305_003.jpg,cerda_011,10
dataset_procesado\cerda_012\20260317_132447_050.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132500_023.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133538_031.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132546_024.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134206_059.jpg,cerda_007,6
dataset_procesado\cerda_012\20260317_132532_037.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_032.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_142042_005.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_016.jpg,cerda_012,11
dataset_procesado\cerda_012\20260401_111054.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133601_014.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133542_017.jpg,cerda_002,1
dataset_procesado\cerda_012\20260401_111026.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_070.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132447_040.jpg,cerda_012,11
dataset_procesado\cerda_001\20260320_135731_034.jpg,cerda_001,0
dataset_procesado\cerda_012\20260401_111029_008.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_016.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_133411_002.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133601_034.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133626_001.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133422_043.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133422_044.jpg,cerda_002,1
dataset_procesado\cerda_012\IMG-20250420-WA0144.jpg,cerda_012,11
dataset_procesado\cerda_012\20260401_111041_005.jpg,cerda_012,11
dataset_procesado\cerda_010\20260320_140133.jpg,cerda_010,9
dataset_procesado\cerda_008\20260320_142338_012.jpg,cerda_008,7
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132233_028.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_049.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133538_028.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_030.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132100_046.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104602_044.jpg,cerda_005,4
dataset_procesado\cerda_005\20250511_104558_031.jpg,cerda_005,4
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132542_010.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_100.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_002.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133446_007.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132328_051.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132532_072.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134930_034.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_141959_039.jpg,cerda_003,2
dataset_procesado\cerda_001\20260317_133413_007.jpg,cerda_001,0
dataset_procesado\cerda_001\20260317_133413_077.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104613_012.jpg,cerda_005,4
dataset_procesado\cerda_001\20260317_133413_078.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_027.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_050.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_088.jpg,cerda_001,0
dataset_procesado\cerda_001\20260320_135731_024.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132551_008.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132328_041.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132406_043.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134206_038.jpg,cerda_007,6
dataset_procesado\cerda_012\20260317_132434_056.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104735_039.jpg,cerda_005,4
dataset_procesado\cerda_005\20250511_104558_002.jpg,cerda_005,4
dataset_procesado\cerda_012\20260317_132434_051.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_050.jpg,cerda_007,6
dataset_procesado\cerda_004\IMG-20250420-WA0043.jpg,cerda_004,3
dataset_procesado\cerda_002\20260317_133422_028.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133422_011.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132340_075.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132323_028.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132242_056.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133446_021.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132546_016.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132351_039.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134123_016.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_051.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_016.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_031.jpg,cerda_012,11
dataset_procesado\cerda_008\20260320_142335_005.jpg,cerda_008,7
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_093.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104735_044.jpg,cerda_005,4
